-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
-157.9432,21.32525,0,0
